country_code,country_name,indicator_code,indicator_name,indicator_label,indicator_type,year,value,dataset_source
BGR,Bulgaria,LP.LPI.TIME.XQ,"Frequency with which shipments reach consignee within scheduled or expected time, score (1=low to 5=high)",timeliness_score,score,2010,3.183333,World Bank LPI
BGR,Bulgaria,LP.LPI.TIME.XQ,"Frequency with which shipments reach consignee within scheduled or expected time, score (1=low to 5=high)",timeliness_score,score,2012,3.560814,World Bank LPI
BGR,Bulgaria,LP.LPI.TIME.XQ,"Frequency with which shipments reach consignee within scheduled or expected time, score (1=low to 5=high)",timeliness_score,score,2014,4.037054,World Bank LPI
BGR,Bulgaria,LP.LPI.TIME.XQ,"Frequency with which shipments reach consignee within scheduled or expected time, score (1=low to 5=high)",timeliness_score,score,2016,3.309184,World Bank LPI
BGR,Bulgaria,LP.LPI.TIME.XQ,"Frequency with which shipments reach consignee within scheduled or expected time, score (1=low to 5=high)",timeliness_score,score,2018,3.313491,World Bank LPI
BGR,Bulgaria,LP.LPI.TIME.XQ,"Frequency with which shipments reach consignee within scheduled or expected time, score (1=low to 5=high)",timeliness_score,score,2023,3.5,World Bank LPI
BGR,Bulgaria,LP.LPI.TRAC.RK,"Ability to track and trace consignments, rank (1=highest performer)",tracking_tracing_rank,rank,2007,39.0,World Bank LPI
BGR,Bulgaria,LP.LPI.TRAC.RK,"Ability to track and trace consignments, rank (1=highest performer)",tracking_tracing_rank,rank,2010,62.0,World Bank LPI
BGR,Bulgaria,LP.LPI.TRAC.RK,"Ability to track and trace consignments, rank (1=highest performer)",tracking_tracing_rank,rank,2012,48.0,World Bank LPI
BGR,Bulgaria,LP.LPI.TRAC.RK,"Ability to track and trace consignments, rank (1=highest performer)",tracking_tracing_rank,rank,2014,76.0,World Bank LPI
BGR,Bulgaria,LP.LPI.TRAC.RK,"Ability to track and trace consignments, rank (1=highest performer)",tracking_tracing_rank,rank,2016,80.0,World Bank LPI
BGR,Bulgaria,LP.LPI.TRAC.RK,"Ability to track and trace consignments, rank (1=highest performer)",tracking_tracing_rank,rank,2018,59.0,World Bank LPI
BGR,Bulgaria,LP.LPI.TRAC.RK,"Ability to track and trace consignments, rank (1=highest performer)",tracking_tracing_rank,rank,2023,49.0,World Bank LPI
BGR,Bulgaria,LP.LPI.TRAC.XQ,"Ability to track and trace consignments, score (1=low to 5=high)",tracking_tracing_score,score,2007,3.14286,World Bank LPI
BGR,Bulgaria,LP.LPI.TRAC.XQ,"Ability to track and trace consignments, score (1=low to 5=high)",tracking_tracing_score,score,2010,2.961111,World Bank LPI
BGR,Bulgaria,LP.LPI.TRAC.XQ,"Ability to track and trace consignments, score (1=low to 5=high)",tracking_tracing_score,score,2012,3.155823,World Bank LPI
BGR,Bulgaria,LP.LPI.TRAC.XQ,"Ability to track and trace consignments, score (1=low to 5=high)",tracking_tracing_score,score,2014,2.875,World Bank LPI
BGR,Bulgaria,LP.LPI.TRAC.XQ,"Ability to track and trace consignments, score (1=low to 5=high)",tracking_tracing_score,score,2016,2.719474,World Bank LPI
BGR,Bulgaria,LP.LPI.TRAC.XQ,"Ability to track and trace consignments, score (1=low to 5=high)",tracking_tracing_score,score,2018,3.015289,World Bank LPI
BGR,Bulgaria,LP.LPI.TRAC.XQ,"Ability to track and trace consignments, score (1=low to 5=high)",tracking_tracing_score,score,2023,3.3,World Bank LPI
BFA,Burkina Faso,LP.LPI.OVRL.RK.LB,"Logistics performance index: Overall rank (1=highest performance), lower bound",LP.LPI.OVRL.RK.LB,rank,2010,83.0,World Bank LPI
BFA,Burkina Faso,LP.LPI.OVRL.RK.LB,"Logistics performance index: Overall rank (1=highest performance), lower bound",LP.LPI.OVRL.RK.LB,rank,2012,95.0,World Bank LPI
BFA,Burkina Faso,LP.LPI.OVRL.RK.LB,"Logistics performance index: Overall rank (1=highest performance), lower bound",LP.LPI.OVRL.RK.LB,rank,2014,60.0,World Bank LPI
BFA,Burkina Faso,LP.LPI.OVRL.RK.LB,"Logistics performance index: Overall rank (1=highest performance), lower bound",LP.LPI.OVRL.RK.LB,rank,2016,70.0,World Bank LPI
BFA,Burkina Faso,LP.LPI.OVRL.RK.LB,"Logistics performance index: Overall rank (1=highest performance), lower bound",LP.LPI.OVRL.RK.LB,rank,2018,61.0,World Bank LPI
BFA,Burkina Faso,LP.LPI.OVRL.RK.UB,"Logistics performance index: Overall rank (1=highest performance), upper bound",LP.LPI.OVRL.RK.UB,rank,2010,153.0,World Bank LPI
BFA,Burkina Faso,LP.LPI.OVRL.RK.UB,"Logistics performance index: Overall rank (1=highest performance), upper bound",LP.LPI.OVRL.RK.UB,rank,2012,150.0,World Bank LPI
BFA,Burkina Faso,LP.LPI.OVRL.RK.UB,"Logistics performance index: Overall rank (1=highest performance), upper bound",LP.LPI.OVRL.RK.UB,rank,2014,143.0,World Bank LPI
BFA,Burkina Faso,LP.LPI.OVRL.RK.UB,"Logistics performance index: Overall rank (1=highest performance), upper bound",LP.LPI.OVRL.RK.UB,rank,2016,99.0,World Bank LPI
BFA,Burkina Faso,LP.LPI.OVRL.RK.UB,"Logistics performance index: Overall rank (1=highest performance), upper bound",LP.LPI.OVRL.RK.UB,rank,2018,133.0,World Bank LPI
BFA,Burkina Faso,LP.LPI.OVRL.RK.ZS,Logistics performance index: Percent of highest performer),LP.LPI.OVRL.RK.ZS,rank,2007,39.0,World Bank LPI
BFA,Burkina Faso,LP.LPI.OVRL.RK.ZS,Logistics performance index: Percent of highest performer),LP.LPI.OVRL.RK.ZS,rank,2010,39.0,World Bank LPI
BFA,Burkina Faso,LP.LPI.OVRL.RK.ZS,Logistics performance index: Percent of highest performer),LP.LPI.OVRL.RK.ZS,rank,2012,42.0,World Bank LPI
BFA,Burkina Faso,LP.LPI.OVRL.RK.ZS,Logistics performance index: Percent of highest performer),LP.LPI.OVRL.RK.ZS,rank,2014,52.0,World Bank LPI
BFA,Burkina Faso,LP.LPI.OVRL.RK.ZS,Logistics performance index: Percent of highest performer),LP.LPI.OVRL.RK.ZS,rank,2016,54.0,World Bank LPI
BFA,Burkina Faso,LP.LPI.OVRL.RK.ZS,Logistics performance index: Percent of highest performer),LP.LPI.OVRL.RK.ZS,rank,2018,51.0,World Bank LPI
BFA,Burkina Faso,LP.LPI.OVRL.XQ.LB,"Logistics performance index: Overall score (1=low to 5=high), lower bound",LP.LPI.OVRL.XQ.LB,rank,2010,2.0,World Bank LPI
BFA,Burkina Faso,LP.LPI.OVRL.XQ.LB,"Logistics performance index: Overall score (1=low to 5=high), lower bound",LP.LPI.OVRL.XQ.LB,rank,2012,2.0,World Bank LPI
BFA,Burkina Faso,LP.LPI.OVRL.XQ.LB,"Logistics performance index: Overall score (1=low to 5=high), lower bound",LP.LPI.OVRL.XQ.LB,rank,2014,2.0,World Bank LPI
BFA,Burkina Faso,LP.LPI.OVRL.XQ.LB,"Logistics performance index: Overall score (1=low to 5=high), lower bound",LP.LPI.OVRL.XQ.LB,rank,2016,3.0,World Bank LPI
BFA,Burkina Faso,LP.LPI.OVRL.XQ.LB,"Logistics performance index: Overall score (1=low to 5=high), lower bound",LP.LPI.OVRL.XQ.LB,rank,2018,2.0,World Bank LPI
BFA,Burkina Faso,LP.LPI.OVRL.XQ.UB,"Logistics performance index: Overall score (1=low to 5=high), upper bound",LP.LPI.OVRL.XQ.UB,rank,2010,3.0,World Bank LPI
BFA,Burkina Faso,LP.LPI.OVRL.XQ.UB,"Logistics performance index: Overall score (1=low to 5=high), upper bound",LP.LPI.OVRL.XQ.UB,rank,2012,3.0,World Bank LPI
BFA,Burkina Faso,LP.LPI.OVRL.XQ.UB,"Logistics performance index: Overall score (1=low to 5=high), upper bound",LP.LPI.OVRL.XQ.UB,rank,2014,3.0,World Bank LPI
BFA,Burkina Faso,LP.LPI.OVRL.XQ.UB,"Logistics performance index: Overall score (1=low to 5=high), upper bound",LP.LPI.OVRL.XQ.UB,rank,2016,3.0,World Bank LPI
BFA,Burkina Faso,LP.LPI.OVRL.XQ.UB,"Logistics performance index: Overall score (1=low to 5=high), upper bound",LP.LPI.OVRL.XQ.UB,rank,2018,3.0,World Bank LPI
BFA,Burkina Faso,LP.LPI.CUST.RK,"Efficiency of the clearance process, rank (1=highest performer)",customs_rank,rank,2007,115.0,World Bank LPI
BFA,Burkina Faso,LP.LPI.CUST.RK,"Efficiency of the clearance process, rank (1=highest performer)",customs_rank,rank,2010,105.0,World Bank LPI
BFA,Burkina Faso,LP.LPI.CUST.RK,"Efficiency of the clearance process, rank (1=highest performer)",customs_rank,rank,2012,132.0,World Bank LPI
BFA,Burkina Faso,LP.LPI.CUST.RK,"Efficiency of the clearance process, rank (1=highest performer)",customs_rank,rank,2014,88.0,World Bank LPI
BFA,Burkina Faso,LP.LPI.CUST.RK,"Efficiency of the clearance process, rank (1=highest performer)",customs_rank,rank,2016,84.0,World Bank LPI
BFA,Burkina Faso,LP.LPI.CUST.RK,"Efficiency of the clearance process, rank (1=highest performer)",customs_rank,rank,2018,100.0,World Bank LPI
BFA,Burkina Faso,LP.LPI.CUST.RK,"Efficiency of the clearance process, rank (1=highest performer)",customs_rank,rank,2023,130.0,World Bank LPI
BFA,Burkina Faso,LP.LPI.CUST.XQ,"Efficiency of the clearance process, score (1=low to 5=high)",customs_score,score,2007,2.125,World Bank LPI
BFA,Burkina Faso,LP.LPI.CUST.XQ,"Efficiency of the clearance process, score (1=low to 5=high)",customs_score,score,2010,2.222222,World Bank LPI
BFA,Burkina Faso,LP.LPI.CUST.XQ,"Efficiency of the clearance process, score (1=low to 5=high)",customs_score,score,2012,2.118603,World Bank LPI
BFA,Burkina Faso,LP.LPI.CUST.XQ,"Efficiency of the clearance process, score (1=low to 5=high)",customs_score,score,2014,2.5,World Bank LPI
BFA,Burkina Faso,LP.LPI.CUST.XQ,"Efficiency of the clearance process, score (1=low to 5=high)",customs_score,score,2016,2.551724,World Bank LPI
BFA,Burkina Faso,LP.LPI.CUST.XQ,"Efficiency of the clearance process, score (1=low to 5=high)",customs_score,score,2018,2.412879,World Bank LPI
BFA,Burkina Faso,LP.LPI.CUST.XQ,"Efficiency of the clearance process, score (1=low to 5=high)",customs_score,score,2023,2.0,World Bank LPI
BFA,Burkina Faso,LP.LPI.INFR.RK,"Quality- of trade and transport-related infrastructure, rank (1=highest performer)",infrastructure_rank,rank,2007,133.0,World Bank LPI
BFA,Burkina Faso,LP.LPI.INFR.RK,"Quality- of trade and transport-related infrastructure, rank (1=highest performer)",infrastructure_rank,rank,2010,137.0,World Bank LPI
BFA,Burkina Faso,LP.LPI.INFR.RK,"Quality- of trade and transport-related infrastructure, rank (1=highest performer)",infrastructure_rank,rank,2012,107.0,World Bank LPI
BFA,Burkina Faso,LP.LPI.INFR.RK,"Quality- of trade and transport-related infrastructure, rank (1=highest performer)",infrastructure_rank,rank,2014,111.0,World Bank LPI
BFA,Burkina Faso,LP.LPI.INFR.RK,"Quality- of trade and transport-related infrastructure, rank (1=highest performer)",infrastructure_rank,rank,2016,71.0,World Bank LPI
BFA,Burkina Faso,LP.LPI.INFR.RK,"Quality- of trade and transport-related infrastructure, rank (1=highest performer)",infrastructure_rank,rank,2018,95.0,World Bank LPI
BFA,Burkina Faso,LP.LPI.INFR.RK,"Quality- of trade and transport-related infrastructure, rank (1=highest performer)",infrastructure_rank,rank,2023,108.0,World Bank LPI
BFA,Burkina Faso,LP.LPI.INFR.XQ,"Quality of trade- and transport-related infrastructure, score (1=low to 5=high)",infrastructure_score,score,2007,1.88889,World Bank LPI
BFA,Burkina Faso,LP.LPI.INFR.XQ,"Quality of trade- and transport-related infrastructure, score (1=low to 5=high)",infrastructure_score,score,2010,1.888889,World Bank LPI
BFA,Burkina Faso,LP.LPI.INFR.XQ,"Quality of trade- and transport-related infrastructure, score (1=low to 5=high)",infrastructure_score,score,2012,2.4,World Bank LPI
BFA,Burkina Faso,LP.LPI.INFR.XQ,"Quality of trade- and transport-related infrastructure, score (1=low to 5=high)",infrastructure_score,score,2014,2.348214,World Bank LPI
BFA,Burkina Faso,LP.LPI.INFR.XQ,"Quality of trade- and transport-related infrastructure, score (1=low to 5=high)",infrastructure_score,score,2016,2.668512,World Bank LPI
BFA,Burkina Faso,LP.LPI.INFR.XQ,"Quality of trade- and transport-related infrastructure, score (1=low to 5=high)",infrastructure_score,score,2018,2.430736,World Bank LPI
BFA,Burkina Faso,LP.LPI.INFR.XQ,"Quality of trade- and transport-related infrastructure, score (1=low to 5=high)",infrastructure_score,score,2023,2.3,World Bank LPI
BFA,Burkina Faso,LP.LPI.ITRN.RK,"Ease of arranging competitively priced international shipments, rank (1=highest performer)",intl_shipments_rank,rank,2007,71.0,World Bank LPI
BFA,Burkina Faso,LP.LPI.ITRN.RK,"Ease of arranging competitively priced international shipments, rank (1=highest performer)",intl_shipments_rank,rank,2010,153.0,World Bank LPI
BFA,Burkina Faso,LP.LPI.ITRN.RK,"Ease of arranging competitively priced international shipments, rank (1=highest performer)",intl_shipments_rank,rank,2012,133.0,World Bank LPI
BFA,Burkina Faso,LP.LPI.ITRN.RK,"Ease of arranging competitively priced international shipments, rank (1=highest performer)",intl_shipments_rank,rank,2014,105.0,World Bank LPI
BFA,Burkina Faso,LP.LPI.ITRN.RK,"Ease of arranging competitively priced international shipments, rank (1=highest performer)",intl_shipments_rank,rank,2016,83.0,World Bank LPI
BFA,Burkina Faso,LP.LPI.ITRN.RK,"Ease of arranging competitively priced international shipments, rank (1=highest performer)",intl_shipments_rank,rank,2018,60.0,World Bank LPI
BFA,Burkina Faso,LP.LPI.ITRN.RK,"Ease of arranging competitively priced international shipments, rank (1=highest performer)",intl_shipments_rank,rank,2023,111.0,World Bank LPI
BFA,Burkina Faso,LP.LPI.ITRN.XQ,"Ease of arranging competitively priced international shipments, score (1=low to 5=high)",intl_shipments_score,score,2007,2.66667,World Bank LPI
BFA,Burkina Faso,LP.LPI.ITRN.XQ,"Ease of arranging competitively priced international shipments, score (1=low to 5=high)",intl_shipments_score,score,2010,1.734259,World Bank LPI
BFA,Burkina Faso,LP.LPI.ITRN.XQ,"Ease of arranging competitively priced international shipments, score (1=low to 5=high)",intl_shipments_score,score,2012,2.333333,World Bank LPI
BFA,Burkina Faso,LP.LPI.ITRN.XQ,"Ease of arranging competitively priced international shipments, score (1=low to 5=high)",intl_shipments_score,score,2014,2.633929,World Bank LPI
BFA,Burkina Faso,LP.LPI.ITRN.XQ,"Ease of arranging competitively priced international shipments, score (1=low to 5=high)",intl_shipments_score,score,2016,2.731143,World Bank LPI
BFA,Burkina Faso,LP.LPI.ITRN.XQ,"Ease of arranging competitively priced international shipments, score (1=low to 5=high)",intl_shipments_score,score,2018,2.917749,World Bank LPI
BFA,Burkina Faso,LP.LPI.ITRN.XQ,"Ease of arranging competitively priced international shipments, score (1=low to 5=high)",intl_shipments_score,score,2023,2.4,World Bank LPI
BFA,Burkina Faso,LP.LPI.LOGS.RK,"Competence and quality of logistics services, rank (1=highest performer)",logistics_competence_rank,rank,2007,102.0,World Bank LPI
BFA,Burkina Faso,LP.LPI.LOGS.RK,"Competence and quality of logistics services, rank (1=highest performer)",logistics_competence_rank,rank,2010,146.0,World Bank LPI
BFA,Burkina Faso,LP.LPI.LOGS.RK,"Competence and quality of logistics services, rank (1=highest performer)",logistics_competence_rank,rank,2012,126.0,World Bank LPI
BFA,Burkina Faso,LP.LPI.LOGS.RK,"Competence and quality of logistics services, rank (1=highest performer)",logistics_competence_rank,rank,2014,94.0,World Bank LPI
BFA,Burkina Faso,LP.LPI.LOGS.RK,"Competence and quality of logistics services, rank (1=highest performer)",logistics_competence_rank,rank,2016,71.0,World Bank LPI
BFA,Burkina Faso,LP.LPI.LOGS.RK,"Competence and quality of logistics services, rank (1=highest performer)",logistics_competence_rank,rank,2018,106.0,World Bank LPI
BFA,Burkina Faso,LP.LPI.LOGS.RK,"Competence and quality of logistics services, rank (1=highest performer)",logistics_competence_rank,rank,2023,110.0,World Bank LPI
BFA,Burkina Faso,LP.LPI.LOGS.XQ,"Competence and quality of logistics services, score (1=low to 5=high)",logistics_competence_score,score,2007,2.33333,World Bank LPI
BFA,Burkina Faso,LP.LPI.LOGS.XQ,"Competence and quality of logistics services, score (1=low to 5=high)",logistics_competence_score,score,2010,2.022119,World Bank LPI
BFA,Burkina Faso,LP.LPI.LOGS.XQ,"Competence and quality of logistics services, score (1=low to 5=high)",logistics_competence_score,score,2012,2.276698,World Bank LPI
BFA,Burkina Faso,LP.LPI.LOGS.XQ,"Competence and quality of logistics services, score (1=low to 5=high)",logistics_competence_score,score,2014,2.633929,World Bank LPI
BFA,Burkina Faso,LP.LPI.LOGS.XQ,"Competence and quality of logistics services, score (1=low to 5=high)",logistics_competence_score,score,2016,2.78154,World Bank LPI
BFA,Burkina Faso,LP.LPI.LOGS.XQ,"Competence and quality of logistics services, score (1=low to 5=high)",logistics_competence_score,score,2018,2.459957,World Bank LPI
BFA,Burkina Faso,LP.LPI.LOGS.XQ,"Competence and quality of logistics services, score (1=low to 5=high)",logistics_competence_score,score,2023,2.4,World Bank LPI
BFA,Burkina Faso,LP.LPI.OVRL.RK,Logistics performance index: Overall rank (1=highest performance),lpi_overall_rank,rank,2007,121.0,World Bank LPI
BFA,Burkina Faso,LP.LPI.OVRL.RK,Logistics performance index: Overall rank (1=highest performance),lpi_overall_rank,rank,2010,145.0,World Bank LPI
BFA,Burkina Faso,LP.LPI.OVRL.RK,Logistics performance index: Overall rank (1=highest performance),lpi_overall_rank,rank,2012,134.0,World Bank LPI
BFA,Burkina Faso,LP.LPI.OVRL.RK,Logistics performance index: Overall rank (1=highest performance),lpi_overall_rank,rank,2014,98.0,World Bank LPI
BFA,Burkina Faso,LP.LPI.OVRL.RK,Logistics performance index: Overall rank (1=highest performance),lpi_overall_rank,rank,2016,81.0,World Bank LPI
BFA,Burkina Faso,LP.LPI.OVRL.RK,Logistics performance index: Overall rank (1=highest performance),lpi_overall_rank,rank,2018,91.0,World Bank LPI
BFA,Burkina Faso,LP.LPI.OVRL.RK,Logistics performance index: Overall rank (1=highest performance),lpi_overall_rank,rank,2023,123.0,World Bank LPI
BFA,Burkina Faso,LP.LPI.OVRL.XQ,Logistics performance index: Overall score (1=low to 5=high),lpi_overall_score,score,2007,2.24191893437103,World Bank LPI
BFA,Burkina Faso,LP.LPI.OVRL.XQ,Logistics performance index: Overall score (1=low to 5=high),lpi_overall_score,score,2010,2.22564,World Bank LPI
BFA,Burkina Faso,LP.LPI.OVRL.XQ,Logistics performance index: Overall score (1=low to 5=high),lpi_overall_score,score,2012,2.32259,World Bank LPI
BFA,Burkina Faso,LP.LPI.OVRL.XQ,Logistics performance index: Overall score (1=low to 5=high),lpi_overall_score,score,2014,2.6383,World Bank LPI
BFA,Burkina Faso,LP.LPI.OVRL.XQ,Logistics performance index: Overall score (1=low to 5=high),lpi_overall_score,score,2016,2.73081,World Bank LPI
BFA,Burkina Faso,LP.LPI.OVRL.XQ,Logistics performance index: Overall score (1=low to 5=high),lpi_overall_score,score,2018,2.621464,World Bank LPI
BFA,Burkina Faso,LP.LPI.OVRL.XQ,Logistics performance index: Overall score (1=low to 5=high),lpi_overall_score,score,2023,2.3,World Bank LPI
BFA,Burkina Faso,LP.LPI.TIME.RK,"Frequency with which shipments reach consignee within scheduled or expected time, rank (1=highest performer)",timeliness_rank,rank,2007,143.0,World Bank LPI
BFA,Burkina Faso,LP.LPI.TIME.RK,"Frequency with which shipments reach consignee within scheduled or expected time, rank (1=highest performer)",timeliness_rank,rank,2010,138.0,World Bank LPI
BFA,Burkina Faso,LP.LPI.TIME.RK,"Frequency with which shipments reach consignee within scheduled or expected time, rank (1=highest performer)",timeliness_rank,rank,2012,137.0,World Bank LPI
BFA,Burkina Faso,LP.LPI.TIME.RK,"Frequency with which shipments reach consignee within scheduled or expected time, rank (1=highest performer)",timeliness_rank,rank,2014,71.0,World Bank LPI
BFA,Burkina Faso,LP.LPI.TIME.RK,"Frequency with which shipments reach consignee within scheduled or expected time, rank (1=highest performer)",timeliness_rank,rank,2016,88.0,World Bank LPI
BFA,Burkina Faso,LP.LPI.TIME.RK,"Frequency with which shipments reach consignee within scheduled or expected time, rank (1=highest performer)",timeliness_rank,rank,2018,95.0,World Bank LPI
BFA,Burkina Faso,LP.LPI.TIME.RK,"Frequency with which shipments reach consignee within scheduled or expected time, rank (1=highest performer)",timeliness_rank,rank,2023,130.0,World Bank LPI
BFA,Burkina Faso,LP.LPI.TIME.XQ,"Frequency with which shipments reach consignee within scheduled or expected time, score (1=low to 5=high)",timeliness_score,score,2007,2.25,World Bank LPI
BFA,Burkina Faso,LP.LPI.TIME.XQ,"Frequency with which shipments reach consignee within scheduled or expected time, score (1=low to 5=high)",timeliness_score,score,2010,2.772119,World Bank LPI
BFA,Burkina Faso,LP.LPI.TIME.XQ,"Frequency with which shipments reach consignee within scheduled or expected time, score (1=low to 5=high)",timeliness_score,score,2012,2.666667,World Bank LPI
BFA,Burkina Faso,LP.LPI.TIME.XQ,"Frequency with which shipments reach consignee within scheduled or expected time, score (1=low to 5=high)",timeliness_score,score,2014,3.205357,World Bank LPI
BFA,Burkina Faso,LP.LPI.TIME.XQ,"Frequency with which shipments reach consignee within scheduled or expected time, score (1=low to 5=high)",timeliness_score,score,2016,3.132258,World Bank LPI
BFA,Burkina Faso,LP.LPI.TIME.XQ,"Frequency with which shipments reach consignee within scheduled or expected time, score (1=low to 5=high)",timeliness_score,score,2018,3.037879,World Bank LPI
BFA,Burkina Faso,LP.LPI.TIME.XQ,"Frequency with which shipments reach consignee within scheduled or expected time, score (1=low to 5=high)",timeliness_score,score,2023,2.4,World Bank LPI
BFA,Burkina Faso,LP.LPI.TRAC.RK,"Ability to track and trace consignments, rank (1=highest performer)",tracking_tracing_rank,rank,2007,122.0,World Bank LPI
BFA,Burkina Faso,LP.LPI.TRAC.RK,"Ability to track and trace consignments, rank (1=highest performer)",tracking_tracing_rank,rank,2010,81.0,World Bank LPI
BFA,Burkina Faso,LP.LPI.TRAC.RK,"Ability to track and trace consignments, rank (1=highest performer)",tracking_tracing_rank,rank,2012,142.0,World Bank LPI
BFA,Burkina Faso,LP.LPI.TRAC.RK,"Ability to track and trace consignments, rank (1=highest performer)",tracking_tracing_rank,rank,2014,115.0,World Bank LPI
BFA,Burkina Faso,LP.LPI.TRAC.RK,"Ability to track and trace consignments, rank (1=highest performer)",tracking_tracing_rank,rank,2016,103.0,World Bank LPI
BFA,Burkina Faso,LP.LPI.TRAC.RK,"Ability to track and trace consignments, rank (1=highest performer)",tracking_tracing_rank,rank,2018,124.0,World Bank LPI
BFA,Burkina Faso,LP.LPI.TRAC.RK,"Ability to track and trace consignments, rank (1=highest performer)",tracking_tracing_rank,rank,2023,129.0,World Bank LPI
BFA,Burkina Faso,LP.LPI.TRAC.XQ,"Ability to track and trace consignments, score (1=low to 5=high)",tracking_tracing_score,score,2007,2.125,World Bank LPI
BFA,Burkina Faso,LP.LPI.TRAC.XQ,"Ability to track and trace consignments, score (1=low to 5=high)",tracking_tracing_score,score,2010,2.772119,World Bank LPI
BFA,Burkina Faso,LP.LPI.TRAC.XQ,"Ability to track and trace consignments, score (1=low to 5=high)",tracking_tracing_score,score,2012,2.133333,World Bank LPI
BFA,Burkina Faso,LP.LPI.TRAC.XQ,"Ability to track and trace consignments, score (1=low to 5=high)",tracking_tracing_score,score,2014,2.491071,World Bank LPI
BFA,Burkina Faso,LP.LPI.TRAC.XQ,"Ability to track and trace consignments, score (1=low to 5=high)",tracking_tracing_score,score,2016,2.485244,World Bank LPI
BFA,Burkina Faso,LP.LPI.TRAC.XQ,"Ability to track and trace consignments, score (1=low to 5=high)",tracking_tracing_score,score,2018,2.401515,World Bank LPI
BFA,Burkina Faso,LP.LPI.TRAC.XQ,"Ability to track and trace consignments, score (1=low to 5=high)",tracking_tracing_score,score,2023,2.2,World Bank LPI
BDI,Burundi,LP.LPI.OVRL.RK.LB,"Logistics performance index: Overall rank (1=highest performance), lower bound",LP.LPI.OVRL.RK.LB,rank,2012,154.0,World Bank LPI
BDI,Burundi,LP.LPI.OVRL.RK.LB,"Logistics performance index: Overall rank (1=highest performance), lower bound",LP.LPI.OVRL.RK.LB,rank,2014,61.0,World Bank LPI
BDI,Burundi,LP.LPI.OVRL.RK.LB,"Logistics performance index: Overall rank (1=highest performance), lower bound",LP.LPI.OVRL.RK.LB,rank,2016,80.0,World Bank LPI
BDI,Burundi,LP.LPI.OVRL.RK.LB,"Logistics performance index: Overall rank (1=highest performance), lower bound",LP.LPI.OVRL.RK.LB,rank,2018,139.0,World Bank LPI
BDI,Burundi,LP.LPI.OVRL.RK.UB,"Logistics performance index: Overall rank (1=highest performance), upper bound",LP.LPI.OVRL.RK.UB,rank,2012,155.0,World Bank LPI
BDI,Burundi,LP.LPI.OVRL.RK.UB,"Logistics performance index: Overall rank (1=highest performance), upper bound",LP.LPI.OVRL.RK.UB,rank,2014,154.0,World Bank LPI
BDI,Burundi,LP.LPI.OVRL.RK.UB,"Logistics performance index: Overall rank (1=highest performance), upper bound",LP.LPI.OVRL.RK.UB,rank,2016,136.0,World Bank LPI
BDI,Burundi,LP.LPI.OVRL.RK.UB,"Logistics performance index: Overall rank (1=highest performance), upper bound",LP.LPI.OVRL.RK.UB,rank,2018,160.0,World Bank LPI
BDI,Burundi,LP.LPI.OVRL.RK.ZS,Logistics performance index: Percent of highest performer),LP.LPI.OVRL.RK.ZS,rank,2007,40.0,World Bank LPI
BDI,Burundi,LP.LPI.OVRL.RK.ZS,Logistics performance index: Percent of highest performer),LP.LPI.OVRL.RK.ZS,rank,2012,20.0,World Bank LPI
BDI,Burundi,LP.LPI.OVRL.RK.ZS,Logistics performance index: Percent of highest performer),LP.LPI.OVRL.RK.ZS,rank,2014,50.0,World Bank LPI
BDI,Burundi,LP.LPI.OVRL.RK.ZS,Logistics performance index: Percent of highest performer),LP.LPI.OVRL.RK.ZS,rank,2016,47.0,World Bank LPI
BDI,Burundi,LP.LPI.OVRL.RK.ZS,Logistics performance index: Percent of highest performer),LP.LPI.OVRL.RK.ZS,rank,2018,33.0,World Bank LPI
BDI,Burundi,LP.LPI.OVRL.XQ.LB,"Logistics performance index: Overall score (1=low to 5=high), lower bound",LP.LPI.OVRL.XQ.LB,rank,2012,1.0,World Bank LPI
BDI,Burundi,LP.LPI.OVRL.XQ.LB,"Logistics performance index: Overall score (1=low to 5=high), lower bound",LP.LPI.OVRL.XQ.LB,rank,2014,2.0,World Bank LPI
BDI,Burundi,LP.LPI.OVRL.XQ.LB,"Logistics performance index: Overall score (1=low to 5=high), lower bound",LP.LPI.OVRL.XQ.LB,rank,2016,2.0,World Bank LPI
BDI,Burundi,LP.LPI.OVRL.XQ.LB,"Logistics performance index: Overall score (1=low to 5=high), lower bound",LP.LPI.OVRL.XQ.LB,rank,2018,2.0,World Bank LPI
BDI,Burundi,LP.LPI.OVRL.XQ.UB,"Logistics performance index: Overall score (1=low to 5=high), upper bound",LP.LPI.OVRL.XQ.UB,rank,2012,2.0,World Bank LPI
BDI,Burundi,LP.LPI.OVRL.XQ.UB,"Logistics performance index: Overall score (1=low to 5=high), upper bound",LP.LPI.OVRL.XQ.UB,rank,2014,3.0,World Bank LPI
BDI,Burundi,LP.LPI.OVRL.XQ.UB,"Logistics performance index: Overall score (1=low to 5=high), upper bound",LP.LPI.OVRL.XQ.UB,rank,2016,3.0,World Bank LPI
BDI,Burundi,LP.LPI.OVRL.XQ.UB,"Logistics performance index: Overall score (1=low to 5=high), upper bound",LP.LPI.OVRL.XQ.UB,rank,2018,2.0,World Bank LPI
BDI,Burundi,LP.LPI.CUST.RK,"Efficiency of the clearance process, rank (1=highest performer)",customs_rank,rank,2007,103.0,World Bank LPI
